0,7,1, 6.85865752e-06
1,7,1, 6.85865752e-06
2,7,1, 6.85865752e-06
3,7,1, 6.85865752e-06
4,7,1, 6.85865752e-06
5,7,1, 6.85865752e-06
6,7,1, 6.85865752e-06
7,7,1, 6.85865752e-06
8,7,1, 6.85865752e-06
9,7,1, 6.85865752e-06
10,7,1, 6.85865752e-06
11,7,1, 6.85865752e-06
12,7,1, 6.85865752e-06
13,7,1, 6.85865752e-06
14,7,1, 6.85865752e-06
15,7,1, 6.85865752e-06
16,7,1, 6.85865752e-06
17,7,1, 6.85865752e-06
18,7,1, 6.85865752e-06
19,7,1, 6.85865752e-06
20,7,1, 6.85865752e-06
21,7,1, 6.85865752e-06
22,7,1, 6.85865752e-06
23,7,1, 6.85865752e-06
24,7,1, 6.85865752e-06
25,7,1, 6.85865752e-06
26,7,1, 6.85865752e-06
27,7,1, 6.85865752e-06
28,7,1, 6.85865752e-06
29,7,1, 6.85865752e-06
30,7,1, 6.85865752e-06
31,7,1, 6.85865752e-06
32,7,1, 6.85865752e-06
33,7,1, 6.85865752e-06
34,7,1, 6.85865752e-06
35,7,1, 6.85865752e-06
36,7,1, 6.85865752e-06
37,7,1, 6.85865752e-06
38,7,1, 6.85865752e-06
39,7,1, 6.85865752e-06
40,7,1, 6.85865752e-06
41,7,1, 6.85865752e-06
42,7,1, 6.85865752e-06
43,7,1, 6.85865752e-06
44,7,1, 6.85865752e-06
45,7,1, 6.85865752e-06
46,7,1, 6.85865752e-06
47,7,1, 6.85865752e-06
48,7,1, 6.85865752e-06
49,7,1, 6.85865752e-06
50,7,1, 6.85865752e-06
51,7,1, 6.85865752e-06
52,7,1, 6.85865752e-06
53,7,1, 6.85865752e-06
54,7,1, 6.85865752e-06
55,7,1, 6.85865752e-06
56,7,1, 6.85865752e-06
57,7,1, 6.85865752e-06
58,7,1, 6.85865752e-06
59,7,1, 6.85865752e-06
60,7,1, 6.85865752e-06
61,7,1, 6.85865752e-06
62,7,1, 6.85865752e-06
63,7,1, 6.85865752e-06
64,7,1, 6.85865752e-06
65,7,1, 6.85865752e-06
66,7,1, 6.85865752e-06
67,7,1, 6.85865752e-06
68,7,1, 6.85865752e-06
69,7,1, 6.85865752e-06
70,7,1, 6.85865752e-06
71,7,1, 6.85865752e-06
72,7,1, 6.85865752e-06
73,7,1, 6.85865752e-06
74,7,1, 6.85865752e-06
75,7,1, 6.85865752e-06
76,7,1, 6.85865752e-06
77,7,1, 6.85865752e-06
78,7,1, 6.85865752e-06
79,7,1, 6.85865752e-06
80,7,1, 6.85865752e-06
81,7,1, 6.85865752e-06
82,7,1, 6.85865752e-06
83,7,1, 6.85865752e-06
0,8,1, 1.16171197e-05
1,8,1, 1.16171197e-05
2,8,1, 1.16171197e-05
3,8,1, 1.16171197e-05
4,8,1, 1.16171197e-05
5,8,1, 1.16171197e-05
6,8,1, 1.16171197e-05
7,8,1, 1.16171197e-05
8,8,1, 1.16171197e-05
9,8,1, 1.16171197e-05
10,8,1, 1.16171197e-05
11,8,1, 1.16171197e-05
12,8,1, 1.16171197e-05
13,8,1, 1.16171197e-05
14,8,1, 1.16171197e-05
15,8,1, 1.16171197e-05
16,8,1, 1.16171197e-05
17,8,1, 1.16171197e-05
18,8,1, 1.16171197e-05
19,8,1, 1.16171197e-05
20,8,1, 1.16171197e-05
21,8,1, 1.16171197e-05
22,8,1, 1.16171197e-05
23,8,1, 1.16171197e-05
24,8,1, 1.16171197e-05
25,8,1, 1.16171197e-05
26,8,1, 1.16171197e-05
27,8,1, 1.16171197e-05
28,8,1, 1.16171197e-05
29,8,1, 1.16171197e-05
30,8,1, 1.16171197e-05
31,8,1, 1.16171197e-05
32,8,1, 1.16171197e-05
33,8,1, 1.16171197e-05
34,8,1, 1.16171197e-05
35,8,1, 1.16171197e-05
36,8,1, 1.16171197e-05
37,8,1, 1.16171197e-05
38,8,1, 1.16171197e-05
39,8,1, 1.16171197e-05
40,8,1, 1.16171197e-05
41,8,1, 1.16171197e-05
42,8,1, 1.16171197e-05
43,8,1, 1.16171197e-05
44,8,1, 1.16171197e-05
45,8,1, 1.16171197e-05
